,location,totaltweets,retweetcount,hashtags,date,Clean Text,Sentiment
119,Denmark,5522,2,"['covid19dk', 'dkmedier', 'dkpol']",2021-08-17 04:57:05,coronakommission i dk nu   det skal være langt bredere end minksagen og involvere epidemilov  sygdomskategori  demokratiet  medicinalindustriens magt  masseudrulning af nødgodkendte vacciner osv     ,0.0
120,Relativt nonlokal,633,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-17 04:52:39,nyttig viden om sygehustestning  troede faktisk ikke det stod så slemt til  teststrategien er fuldkommen irrationel som det fremgår af artiklen her           ,0.0
121,#eUSSR-vassalstate denmark,48495,27,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-17 04:38:18,myocarditis og pericarditis efter vaccination for covid        indlæggelser pr         vaccinerede  myocarditis med overvægt af yngre mænd   indlæggelser underestimerer det reelle antal         ,-1.0
122,Danmark,45047,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-17 04:17:16,nyttig viden om sygehustestning  troede faktisk ikke det stod så slemt til  teststrategien er fuldkommen irrationel som det fremgår af artiklen her           ,0.0
123,Denmark,8301,2,"['covid19dk', 'dkmedier', 'dkpol']",2021-08-17 03:37:48,coronakommission i dk nu   det skal være langt bredere end minksagen og involvere epidemilov  sygdomskategori  demokratiet  medicinalindustriens magt  masseudrulning af nødgodkendte vacciner osv     ,0.0
124,Denmark,8301,0,['COVID19dk'],2021-08-17 03:30:10, jeg vil også rigtig gerne vide  hvor stor  af de indlagte er vaccinerede  og så må det efter     år være muligt først og fremmest at sortere alle fra  der er indlagt af anden årsag  indtil da er tallet ubrugeligt   ,0.0
125,,99200,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-17 00:35:10,nyttig viden om sygehustestning  troede faktisk ikke det stod så slemt til  teststrategien er fuldkommen irrationel som det fremgår af artiklen her           ,0.0
126,"Greenwood, IN",116604,1,[],2021-08-17 00:01:47,fascinating data analysis here ,0.0
128,St. Louis,31250,1,[],2021-08-16 23:48:33,fascinating data analysis here ,0.0
129,"North Bethesda, MD",19080,0,"['Covid19', 'CovidFraud']",2021-08-16 22:48:53, national center for disaster    ,0.0
130,Danmark,2217,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 21:46:34,nyttig viden om sygehustestning  troede faktisk ikke det stod så slemt til  teststrategien er fuldkommen irrationel som det fremgår af artiklen her           ,0.0
131,"Frederiksberg, Denmark",44893,0,"['dkpol', 'LongCovid', 'COVID19']",2021-08-16 21:40:10,fascinerende og bekymrende læsning      [for mere viden om ebv og monokleose   ,1.0
132,Aarhus,2110,27,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 21:33:35,myocarditis og pericarditis efter vaccination for covid        indlæggelser pr         vaccinerede  myocarditis med overvægt af yngre mænd   indlæggelser underestimerer det reelle antal         ,-1.0
133,LASSEN-HOVEDGADEN 24-BIRKERØD,3363,0,"['dkpol', 'VACCINE', 'COVID19', 'Corona']",2021-08-16 21:21:10, du må da være gal i hovedet   fyldt af storhed  s  vanvid          ,-3.0
135,"København, Danmark",418,0,"['covid19dk', 'coronadk']",2021-08-16 21:11:43,måske alle vaccinerede kvinder burde nægte at date de uvaccinerede  det eneste der som bekendt er vigtigere for mange unge mænd end alt andet  inkl  angst for at virke svag  er jo sex  så måske et nejtak til ikkevax vil få dk helt i top      ,-5.0
136,Pangaea,39951,5,"['COVID19', 'dkpol']",2021-08-16 21:11:36,bare for en god ordens skyld  i maj      fremhævede nordisk råd danmark for at have givet mest økonomisk støtte til kulturlivet ifm      ,3.0
137,Copenhagen,1568,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 21:09:27,nyttig viden om sygehustestning  troede faktisk ikke det stod så slemt til  teststrategien er fuldkommen irrationel som det fremgår af artiklen her           ,0.0
138,,28403,6,['COVID19'],2021-08-16 20:30:16,opdateret status  uændret generelt billede for bivirkninger efter vaccination mod   langt de fleste bivirkninger er kendte og forbigående  de     årige udviser samme bivirkningsprofil som befolkningen som helhed  læs mere   ,-4.0
139,Massachusetts,42379,2,"['COVID19', 'SWOT', 'DigitalTransformation', 'education', 'edtech', 'innovation', 'distancelearning', 'AI', 'elearning', 'SmartNews']",2021-08-16 20:11:45,in  era   analysis   in   v/                     ,0.0
140,,4906,27,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 20:10:38,myocarditis og pericarditis efter vaccination for covid        indlæggelser pr         vaccinerede  myocarditis med overvægt af yngre mænd   indlæggelser underestimerer det reelle antal         ,-1.0
141,Danmark,6911,2,[],2021-08-16 20:03:38, årsagen er  at vi tester mere i      med de elendige pcrtests  som skaber myriader af falske positive cases   når en positiv så indlægges med andre ting  brækket ben f eks  bliver han alligevel reg  som covid  patient   sådan skabes en casedemic ,-1.0
142,San Diego,51055,2,"['COVID19', 'SWOT', 'DigitalTransformation', 'education', 'edtech', 'innovation', 'distancelearning', 'AI', 'elearning', 'SmartNews']",2021-08-16 19:53:48,in  era   analysis   in   v/                     ,0.0
143,"Boston, MA",14544,2,"['COVID19', 'SWOT', 'DigitalTransformation', 'education', 'edtech', 'innovation', 'distancelearning', 'AI', 'elearning', 'SmartNews']",2021-08-16 19:52:23,in  era   analysis   in   v/                     ,0.0
144,,93401,4,"['ZeroCovid', 'NoCovid', 'DenmarkCanBeZero', 'COVID19', 'StrategiskiftNU', 'dkpol', 'Masks', 'Mundbind', 'Delta']",2021-08-16 19:42:39,the international federation of red cross and red crescent societies siger det her  men her i danmark er covid   forbi             ,0.0
145,,637,1,"['covid19dk', 'dkpol']",2021-08-16 19:41:39,på nuværende tidspunkt kommer det næppe bag på nogen  at bodegavirologerne i cepos ikke forstår noget  gud være lovet  at ingen i en ansvarsfuld position har lyttet til dem  så ville vi have haft        døde i danmark i stedet for           ,-2.0
146,,4906,0,[],2021-08-16 19:29:51, min kollega  fik en blodprop i hjernen efter vaccinen mod covid    hun blev indlagt på rigshospitalet  hun er    år ,2.0
147,,29563,0,['coronadk'],2021-08-16 19:21:13,det fedeste ved placeboeffekten er at den virker  selvom vi ved at vi ikke bliver behandlet  jeg havde milde forkølelsessymptomer  så selvom jeg er vaccineret  blev jeg testet  da jeg fik negativsvaret  fik jeg det bedre  nogen har undersøgt mig  så det går nok   ,6.0
148,Denmark,4513,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 19:00:18,nyttig viden om sygehustestning  troede faktisk ikke det stod så slemt til  teststrategien er fuldkommen irrationel som det fremgår af artiklen her           ,0.0
149,,323,7,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 18:54:13,   vi ved det naturligvis godt  men det her er blot endnu en understregning af  at coronapas er meningsløse   og oveni er de også diskriminerende   folketingets beslutning om dem er en skamplet for folkestyret        ,-1.0
150,,323,46,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 18:54:07,det her er vist den første videnskabelige artikel  der viser  hvad der længe har været opfattelsen  at vaccinerede med breakthroughinfektion udskiller lige så mange vira som uvaccinerede med infektion         ,0.0
151,,732,0,[],2021-08-16 18:51:03,    jeg tror også at vaccinationen vil hjælpe den enkelte  til at få et meget nemmere covid   sygdomsforløb  hvis man skulle være uheldig  at blive smittet med corona og det gælder nærmest alle aldersgrupper  pånær måske børnene ,0.0
152,,351,7,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 18:48:04,   vi ved det naturligvis godt  men det her er blot endnu en understregning af  at coronapas er meningsløse   og oveni er de også diskriminerende   folketingets beslutning om dem er en skamplet for folkestyret        ,-1.0
153,Danmark,6911,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 18:35:19,nyttig viden om sygehustestning  troede faktisk ikke det stod så slemt til  teststrategien er fuldkommen irrationel som det fremgår af artiklen her           ,0.0
154,Sweden,625415,1,['COVID19'],2021-08-16 18:30:47,trods den voksende vaccineudrulning verden over peger mere og mere på  at vi kommer til at leve med covid   i årtier fremover     ,1.0
155,København,33254,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 18:22:01,nyttig viden om sygehustestning  troede faktisk ikke det stod så slemt til  teststrategien er fuldkommen irrationel som det fremgår af artiklen her           ,0.0
156,Copenhagen,7707,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 18:20:21,nyttig viden om sygehustestning  troede faktisk ikke det stod så slemt til  teststrategien er fuldkommen irrationel som det fremgår af artiklen her           ,0.0
157,"København, Danmark",1514,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 18:12:46,nyttig viden om sygehustestning  troede faktisk ikke det stod så slemt til  teststrategien er fuldkommen irrationel som det fremgår af artiklen her           ,0.0
158,Copenhagen,12651,0,"['coronadk', 'covid19dk']",2021-08-16 17:53:37,     af alle uvaccinerede personer på      vil blive indlagt hvis de smittes med deltavarianten  det er    gange flere end med den britiske variant    ,0.0
159,,6121,0,['DeltaVariant'],2021-08-16 17:44:30,taliban  nog sneller dan de ,0.0
160,København,13198,0,['covid19dk'],2021-08-16 17:41:19,nu   smittede i søns   klasse  onlineskole igen  ,-2.0
161,Danmark,105382,1,['COVID19'],2021-08-16 17:30:18,trods den voksende vaccineudrulning verden over peger mere og mere på  at vi kommer til at leve med covid   i årtier fremover     ,1.0
162,Danmark,2118,1,"['covid19dk', 'dksund', 'laborantdk']",2021-08-16 17:30:18,nej tak  genmab  det er ufatteligt udansk at tvinge medarbejderne til at lade sig covid  vaccinere   laboranterne evner nemlig at tage en egen helbredsmæssig vurdering om de har brug for at lade sig vaccinere mod covid      ,3.0
163,København,6799,1,"['covid19dk', 'dkbiz']",2021-08-16 17:28:27,vi beholder afstandsmarkeringer osv indtil videre      ,0.0
164,Kongens Lyngby,543,1,"['covid19dk', 'dksund', 'laborantdk']",2021-08-16 17:21:27,nej tak  genmab  det er ufatteligt udansk at tvinge medarbejderne til at lade sig covid  vaccinere   laboranterne evner nemlig at tage en egen helbredsmæssig vurdering om de har brug for at lade sig vaccinere mod covid      ,3.0
165,"Roskilde, Danmark",1486,7,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 17:17:43,   vi ved det naturligvis godt  men det her er blot endnu en understregning af  at coronapas er meningsløse   og oveni er de også diskriminerende   folketingets beslutning om dem er en skamplet for folkestyret        ,-1.0
166,"Dragør, Danmark",7692,27,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 17:11:54,myocarditis og pericarditis efter vaccination for covid        indlæggelser pr         vaccinerede  myocarditis med overvægt af yngre mænd   indlæggelser underestimerer det reelle antal         ,-1.0
167,Nordic,53547,7,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 17:09:31,   vi ved det naturligvis godt  men det her er blot endnu en understregning af  at coronapas er meningsløse   og oveni er de også diskriminerende   folketingets beslutning om dem er en skamplet for folkestyret        ,-1.0
168,"Hovedstaden, Danmark",65909,5,"['COVID19', 'dkpol']",2021-08-16 17:04:53,bare for en god ordens skyld  i maj      fremhævede nordisk råd danmark for at have givet mest økonomisk støtte til kulturlivet ifm      ,3.0
169,Denmark,64449,5,"['COVID19', 'dkpol']",2021-08-16 17:03:43,bare for en god ordens skyld  i maj      fremhævede nordisk råd danmark for at have givet mest økonomisk støtte til kulturlivet ifm      ,3.0
170,,32894,0,"['coronapas', 'corona', 'COVID19dk', 'sundpol']",2021-08-16 16:56:56,er  også droppet  som følge af de fjernede restriktioner      ,-2.0
172,København,33254,2,[],2021-08-16 16:36:14, årsagen er  at vi tester mere i      med de elendige pcrtests  som skaber myriader af falske positive cases   når en positiv så indlægges med andre ting  brækket ben f eks  bliver han alligevel reg  som covid  patient   sådan skabes en casedemic ,-1.0
173,Aarhus,65449,1,"['covid19dk', 'dkpol']",2021-08-16 16:16:26,på nuværende tidspunkt kommer det næppe bag på nogen  at bodegavirologerne i cepos ikke forstår noget  gud være lovet  at ingen i en ansvarsfuld position har lyttet til dem  så ville vi have haft        døde i danmark i stedet for           ,-2.0
174,Copenhagen,2468,0,"['dkmedier', 'stopdet', 'dkpol', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 16:08:55,indlagte lige nu     heraf    på intensiv  og alligevel forsøger  med de sidste krampetrækninger at holde frugten i live           ,0.0
176,"Copenhagen, Denmark",107,0,"['BeskytBørneneModCovid19', 'SikreSkoler', 'Covid19', 'dkpol', 'ProtectTheKids']",2021-08-16 16:06:10, / læs hvordan andre lande arbejder for et bedre indeklima her   australien   ørnenemodcovid      ,2.0
177,"Copenhagen, Denmark",107,0,"['BeskytBørneneModCovid19', 'SikreSkoler', 'Covid19', 'dkpol']",2021-08-16 16:05:07, / skoler og institutioner bør prioritere     co  målere  der viser hvornår luftkvaliteten er for dårlig    åbne vinduer   elektrisk ventilation og luftrensere  til at hjælpe hvis åbne vinduer ikke er nok  ørnenemodcovid     ,-1.0
178,"Copenhagen, Denmark",107,0,"['BeskytBørneneModCovid19', 'SikreSkoler', 'Covid19', 'dkpol']",2021-08-16 16:04:07,covid   er luftbåren og derfor er god luftkvalitet en af de bedste måder at forebygge smittespredning  på  et godt indeklima forebygger ikke bare smittespredning  det fører også til bedre koncentration og mindre træthed  ørnenemodcovid      ,8.0
180,,16928,0,[],2021-08-16 15:40:18,  kun     mio € kan relateres til covid    laporta siger     mio € på lønbudget men uden at sælge stjerner  messi er røget så det er vel    mio €ish  hvordan vil man finde knap     mio € yderligere på marginalspillere som ingen gider  ,-2.0
181,,1982,7,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 15:34:42,   vi ved det naturligvis godt  men det her er blot endnu en understregning af  at coronapas er meningsløse   og oveni er de også diskriminerende   folketingets beslutning om dem er en skamplet for folkestyret        ,-1.0
182,"Næstved, Danmark",86,5,"['Covid19dk', 'Sundpol']",2021-08-16 15:18:46,vi møder de unge dér  hvor de er  i denne uge åbner region sjælland popup vaccinationscentre på uddannelsesinstitutioner yderligere    forskellige steder  her taler en af vores medarbejdere med en elev på slotshaven gymnasium i holbæk i sidste uge    ,0.0
183,,4364,1,"['dkmedier', 'covid19dk']",2021-08-16 15:13:53,      og  må researche inden de interviewer  de vil hurtigt opdage  at påståede fordele ved naturlig immunitet står øverst på who’s liste over myter og misforståelser         ,5.0
184,,1323,7,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 15:08:33,   vi ved det naturligvis godt  men det her er blot endnu en understregning af  at coronapas er meningsløse   og oveni er de også diskriminerende   folketingets beslutning om dem er en skamplet for folkestyret        ,-1.0
185,Danmark,2217,9,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 14:49:56,ansigtsmasker har som bekendt ingen dokumenterbar effekt på smittespredning af coronavirus   heller ikke i malaysia   / /   betyder                    ,0.0
186,Danmark,2217,27,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 14:43:54,myocarditis og pericarditis efter vaccination for covid        indlæggelser pr         vaccinerede  myocarditis med overvægt af yngre mænd   indlæggelser underestimerer det reelle antal         ,-1.0
